Ref. Publication date [year:mm:dd],Substrate,Electrode,TL1-front,TL2-front,TL3-front,Material,TL4-back,TL5-back,TL6-back,TL7-back,Electrode2,Cell. Area. Measured [cm^2],Cell. Architecture [nip/pin/ ?,Module [TRUE/FALSE],Perovskite. Band gap [Eg.1 | Eg.2 | ...] [eV],Stability. (H)
20/03/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.06,nip,FALSE,1.605,8.333333333
10/03/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.59,4000
24/09/2014 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,750
14/02/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,1200
27/09/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.59,400
09/02/2020,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip-mp,FALSE,1.62,1666.666667
09/12/2018,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, AZO ; AZO-np,Blank,Blank,Ag,0.07,pin,FALSE,1.58,1200
29/10/2019,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.1,pin,TRUE,1.6,1200
22/05/2018 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.09,pin,FALSE,1.6,833.3333333
08/06/2018 00:00,SLG ,FTO , CuAlO2; CuCrO2 ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.06,pin,FALSE,1.6,366.6666667
03/11/2019 00:00,SLG ,FTO , NiMgLiO; NiMgliO-c,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP , Bi ,Blank,Au,1,pin,FALSE,1.6,10000
13/04/2019 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ", CuGaO2 ,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.09,pin,FALSE,1.6,2400
18/04/2019 00:00,SLG ,FTO , PTAA ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.09,pin,FALSE,1.72,1200
18/09/2017 00:00,SLG ,ITO , TS-CuPc ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, Bphen ,Blank,Blank,Ag,0.0725,pin,FALSE,1.56,583.3333333
26/04/2018,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.1,nip-mp-carbon,FALSE,1.55,800
26/04/2018,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.1,nip-mp-carbon,FALSE,1.55,800
15/07/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", ZrO2-mp ," TiO2-(c, mp )", Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.3,nip-mp-carbon,FALSE,1.6,1400
01/09/2019 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , CsCuBr3-QDs ,Blank,Blank,Blank, Carbon,0.1,nip-mp-carbon,FALSE,2.3,400
26/09/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , BP , CuSCN ,Blank,Blank,Au,0.09,nip,FALSE,1.73,833.3333333
12/09/2016 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, LiF ,Blank,Blank,Al,0.0676,pin,FALSE,1.6,4000
07/11/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , Cs-oleate , Spiro-MeOTAD ,Blank,Blank,Au,0.09,nip-mp,FALSE,1.613,1200
15/02/2018,SLG ,ITO , CuI , PEDOT:PSS ,Blank, Perovskite , PCBM-60; PCBM-70," ZnO; ZnO-(c, np)",Blank,Blank,Al,0.1,pin,FALSE,1.6,1200
15/01/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.16,nip,FALSE,1.6,840.3361345
01/04/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , PBDTTT-CT , Spiro-MeOTAD ,Blank,Blank,Au,0.16,nip,FALSE,1.6,1176.470588
16/01/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.75,9721.518987
08/09/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip-mp,TRUE,1.58,285.4715378
25/07/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,6153.846154
02/05/2019 00:00,SLG ,ITO ," P3CT; P3CT - (K, N, Na)",Blank,Blank, Perovskite , PCBM-60; PCBM-70, C60 , BCP ,Blank,Cu,0.09,pin,FALSE,1.6,1709.401709
22/11/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.0625,nip-mp-carbon,FALSE,1.83,427.3504274
08/01/2018,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , C101 ,Blank,Blank,Blank,Au,0.1,nip,FALSE,1.62,620.1550388
24/08/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,4241.37931
17/08/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,603.4482759
01/04/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ,PTA;  PTAA , Spiro-MeOTAD ,Blank,Blank,Au,0.16,nip,FALSE,1.6,1206.896552
17/01/2019 00:00,SLG ,ITO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.53,765.2173913
16/06/2018,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.0625,nip-mp,FALSE,1.63,2921.73913
30/06/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", ZrO2-mp ," TiO2-(c, mp )", Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.0514,nip-mp-carbon,FALSE,1.6,4173.913043
30/06/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", ZrO2-mp ," TiO2-(c, mp )", Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.0514,nip-mp-carbon,FALSE,1.6,4173.913043
02/11/2020 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,1399.825022
20/08/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip,FALSE,1.6,464.9122807
19/05/2015 00:00,SLG ,Carbon-nt," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , P3HT; SWCNTs ,Blank,Blank,Blank, Ag-nw,0.1,nip-mp,FALSE,1.6,168.4210526
01/04/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , MEH-PPV , Spiro-MeOTAD ,Blank,Blank,Au,0.16,nip,FALSE,1.6,1228.070175
03/11/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , TPD ,Blank,Blank,Blank,Au,0.03,nip-mp,FALSE,1.6,1769.911504
22/04/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", ZrO2-mp ," TiO2-(c, mp )", Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.1,nip-mp-carbon,FALSE,1.6,7714.285714
01/10/2020 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.115,nip-mp,FALSE,1.555,1801.801802
12/12/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip-mp,FALSE,1.57,302.7027027
27/07/2018 00:00,SLG ,ITO , Au-np ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.0225,pin,FALSE,1.59,2727.272727
26/05/2017 00:00,SLG ,ITO , MoS2 , PEDOT:PSS ,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.1,pin,FALSE,1.6,436.3636364
26/05/2017 00:00,SLG ,ITO , MoS2 , PEDOT:PSS ,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.1,pin,FALSE,1.6,436.3636364
26/05/2017 00:00,SLG ,ITO , MoS2 , PEDOT:PSS ,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.1,pin,FALSE,1.6,436.3636364
28/01/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ", CdS , Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip,FALSE,1.6,18.18181818
19/02/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", Ag-np ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.04,nip,FALSE,1.6,1221.818182
13/12/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.07,nip,FALSE,1.6,309.0909091
26/07/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip-mp,FALSE,1.6,1272.727273
26/07/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip-mp,FALSE,1.6,261.8181818
19/01/2018 00:00,SLG ,FTO , PEDOT:PSS ,Blank,Blank, Perovskite , PC61BEH ,Blank,Blank,Blank,Al,0.0007,pin,FALSE,1.6,261.8181818
10/12/2015 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , ZnO-np ,Blank,Blank,Blank,Al,0.1,pin,FALSE,1.5,2618.181818
08/05/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,2618.181818
27/05/2019,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , Ome-TPA-CuPc ,Blank,Blank,Blank,Au,0.16,nip,FALSE,1.6,1818.181818
27/09/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , P3HT ,Blank,Blank,Blank,Au,0.28,nip,FALSE,1.6,1818.181818
31/07/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ,PTA;  PTAA ,Blank,Blank,Blank,Au,0.09,nip,FALSE,1.7,261.8181818
25/06/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , Graphene; Graphene oxide; rGO,Blank,Blank,Blank,Au,0.06,nip-mp,FALSE,1.62,909.0909091
19/06/2019 00:00,PEN ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.523,10036.36364
23/08/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,2.05,1090.909091
17/09/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,218.1818182
05/09/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip-mp,FALSE,1.6,1309.090909
22/09/2017 00:00,SLG ,ITO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.089,nip-mp,FALSE,1.6,32.72727273
10/01/2019 00:00,SLG ,FTO , ZnSO; Zn2SnO4 ," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,8,nip-mp,TRUE,1.6,1818.181818
07/03/2018 00:00,SLG ,ITO , F6-TCNNQ ,Blank,Blank, Perovskite , C60 , BCP , TaTm ,Blank,Ag,0.01,pin,FALSE,1.6,500
10/03/2018 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,1309.090909
15/05/2017,SLG ,ITO ,Blank,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,43.63636364
15/07/2019 00:00,SLG ,ITO , PTAA ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,1.818181818
13/02/2018,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , P(NDI2DT-TTCN) , BCP ,Blank,Blank,Ag,0.09,pin,FALSE,1.6,136.3636364
18/12/2019 00:00,SLG ,ITO ,TPA-PT-C6 ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,1.02,pin,FALSE,1.6,218.1818182
10/09/2019 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ", SY2 ,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,1818.181818
10/09/2019 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ", SY2 ,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,392.7272727
10/07/2015 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,1309.090909
17/06/2019 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Graphene,0.1,nip,FALSE,1.6,349.0909091
14/01/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ", MoOx; MoO3 ,Blank,Blank,Al,0.1,nip,FALSE,1.6,436.3636364
14/01/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ", MoOx; MoO3 ,Blank,Blank,Al,0.1,nip,FALSE,1.6,65.45454545
18/12/2018 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, Rhodamine 101 ,Blank,Blank,Au,0.16,pin,FALSE,1.6,436.3636364
01/11/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , 3-hydroxypyridine , Spiro-MeOTAD ,Blank,Blank,Au,0.1,nip,FALSE,1.6,163.6363636
09/12/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , Al2O3 , Spiro-MeOTAD ,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,305.4545455
28/03/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , POSS-SH , Spiro-MeOTAD ,Blank,Blank,Au,0.2,nip-mp,FALSE,1.6,3927.272727
21/09/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , rGO-flakes , Spiro-MeOTAD ,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,1818.181818
28/06/2018 00:00,SLG ,ITO ," P3CT; P3CT - (K, N, Na)",Blank,Blank, Perovskite , PCBM-60; PCBM-70," ZnO; ZnO-(c, np)",Blank,Blank,Al,0.06,pin,FALSE,1.6,130.9090909
21/12/2017 00:00,SLG ,FTO , CrOx ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.13,nip,FALSE,1.57,175.0227894
08/05/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.0784,nip-mp,FALSE,1.59,2150.4
08/01/2018,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.62,667.903525
20/08/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip,FALSE,1.6,500
12/05/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.53,226.4150943
05/07/2019 00:00,SLG ,ITO , PTAA ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, C60 , BCP ,Blank,Cu,0.1,pin,FALSE,1.6,671.6981132
18/12/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , DPA-ANT-DPA ,Blank,Blank,Blank,Ag,0.1,nip-mp,FALSE,1.53,95.87727709
21/12/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.13,nip,FALSE,1.57,184.2610365
13/10/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.61,1941.747573
09/12/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , Carbon-nt ,Blank,Blank,Blank,Blank,0.07,nip-mp,FALSE,1.6,10
28/06/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , CZTPA-2 , MoOx; MoO3 ,Blank,Blank,Au,0.05,nip,FALSE,1.6,776.6990291
25/07/2019 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,10,pin,FALSE,1.6,1372.54902
01/06/2020 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , IT-4F; PBDB-T-SF , MoOx; MoO3 ,Blank,Blank,Ag,0.038,nip,FALSE,1.6,941.1764706
04/03/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , Adamantane , Spiro-MeOTAD ,Blank,Blank,Au,0.16,nip-mp,FALSE,1.61,588.2352941
08/05/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.0784,nip-mp,FALSE,1.594,2352
09/06/2018 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , BCP; PCBM-60 ,Blank,Blank,Blank,Ag,0.1,pin,FALSE,1.6,728
12/11/2017 00:00,SLG ,ITO , NiO-np ,Blank,Blank, Perovskite , CeOx ,Blank,Blank,Blank,Ag,0.1,pin,FALSE,1.6,400
27/06/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) "," SnO2; SnO2-(c, np, mp) ",Blank, Perovskite , NiO; NiO-np ,Blank,Blank,Blank,Ag,0.19,nip,FALSE,1.61,2016
10/09/2017 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , P(NDI2OD-T2) ,Blank,Blank,Blank,Ag,0.12,pin,FALSE,1.6,12000
13/06/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , P3HT ,Blank,Blank,Blank,Ag,0.1,nip-mp,FALSE,1.57,480
13/06/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , P3HT ,Blank,Blank,Blank,Ag,0.1,nip-mp,FALSE,1.57,480
07/10/2018 00:00,SLG ,ITO , rGO ,Blank, CuSCN , Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,1.02,pin,FALSE,1.6,200
06/07/2019 00:00,SLG ,ITO , BV-FNPD ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.01,pin,FALSE,1.6,192
25/03/2017 00:00,SLG ,FTO , CoCuO ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.07,pin,FALSE,1.6,576
15/03/2017 00:00,SLG ,FTO , CoOx ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.07,pin,FALSE,1.55,576
15/03/2017 00:00,SLG ,FTO , CoOx ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.07,pin,FALSE,1.55,576
05/04/2018 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.06,pin,FALSE,1.6,144
18/07/2019 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70, PTZ-1 ,Blank,Blank,Ag,0.09,pin,FALSE,1.6,1000
18/07/2019 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70, PTZ-2 ,Blank,Blank,Ag,0.09,pin,FALSE,1.6,1000
05/10/2016 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.12,pin,FALSE,1.6,1.944
10/11/2018 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.12,pin,FALSE,1.3,240
07/03/2019 00:00,PET , PEDOT:PSS ,Blank,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,3.2,pin,TRUE,1.6,800
07/10/2018 00:00,SLG ,ITO , Graphene oxide ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,1.02,pin,FALSE,1.6,200
27/07/2018 00:00,SLG ,ITO , Graphene oxide ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.0225,pin,FALSE,1.59,3000
14/08/2018 00:00,SLG ,FTO , ZnO," ZnO-(np, nw, mp) ", PEI , Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip,FALSE,1.56,1000
27/09/2018 00:00,SLG ,ITO ," TiO2-(c, np, nw) ", NAMF-Cl ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.04,nip,FALSE,1.48,672
23/08/2018,SLG ,FTO ," TiO2-(c, np, nw) ", PCBM-60 ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.075,nip,FALSE,1.55,340
03/08/2019 00:00,SLG ,ITO , C60 ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ", MoOx; MoO3 ,Blank,Blank,Ag,0.04,nip,FALSE,1.6,1000
19/06/2019 00:00,SLG ,FTO , PyCEE ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.06,nip,FALSE,1.6,700
29/08/2017 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip,FALSE,1.6,1920
16/12/2019 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.045,nip,FALSE,1.57,2000
16/10/2019 00:00,PEN ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip,FALSE,1.56,2200
17/04/2019 00:00,PET ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip,FALSE,1.5,5760
