Ref. Publication date [year:mm:dd],Substrate,Electrode,TL1-front,TL2-front,TL3-front,Material,TL4-back,TL5-back,TL6-back,TL7-back,Electrode2,Cell. Area. Measured [cm^2],Cell. Architecture [nip/pin/ ?,Module [TRUE/FALSE],Perovskite. Band gap [Eg.1 | Eg.2 | ...] [eV],Stability. (H)
25/10/2015 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.04,nip,FALSE,1.6,1400
04/09/2015 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.04,nip,FALSE,1.6,1400
08/01/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.12,nip,FALSE,1.6,400
26/12/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip,FALSE,1.59,960
04/10/2017,SLG ,ITO , ZnO,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.45,nip,FALSE,1.6,1000
25/10/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip-mp,FALSE,1.78,480
26/08/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip-mp,FALSE,1.6,800
17/08/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.2,nip-mp,FALSE,1.58,480
30/10/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip-mp,FALSE,1.6,720
18/08/2015 00:00,SLG ,FTO , CuI ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Al,0.06,pin,FALSE,1.6,672
01/11/2020 00:00,SLG ,ITO , PTAA ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Al,0.05,pin,FALSE,1.6,700
02/08/2019 00:00,SLG ,ITO , PTAA ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Al,0.1,pin,FALSE,1.6,200
12/01/2017 00:00,SLG ,ITO , Si-OMeTPA ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Al,0.1,pin,FALSE,1.5,260
20/01/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ", Al2O3 ,Blank,Blank,Ag,0.1,nip,FALSE,1.6,1152
10/03/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , B1 ,Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,480
16/03/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , Co-porphyrin , PCBC; PCBM-60,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,2000
16/12/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , CuP ,Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,200
27/06/2017 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , Cz-OMeTAD ,Blank,Blank,Blank,Au,0.09,nip,FALSE,1.5,2000
05/11/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , EDOT-OMeTPA ,Blank,Blank,Blank,Au,0.0831,nip,FALSE,1.6,2000
18/08/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , Graphene; TSHBC  ,Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,640
16/08/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , mp-SFX-2PA ,Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.5,4000
11/12/2018 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , N-CuMe2Pc; P3HT ,Blank,Blank,Blank,Au,0.16,nip,FALSE,1.6,1600
11/12/2018 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , N-CuMe2Pc; P3HT ,Blank,Blank,Blank,Au,0.16,nip,FALSE,1.6,1600
01/06/2020,SLG ,FTO ," TiO2-(c, np, nw) ", PCBM-60 ,Blank, Perovskite , P3HT ,Blank,Blank,Blank,Au,0.065,nip,FALSE,1.91,2000
22/09/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , P3HT ,Blank,Blank,Blank,Au,0.1,nip,FALSE,1.48,320
15/01/2018 00:00,SLG ,ITO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , P3HT ,Blank,Blank,Blank,Au,0.05,nip,FALSE,1.82,1920
16/04/2020,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , P3HT ,Blank,Blank,Blank,Au,0.09,nip-mp,FALSE,1.9,240
04/01/2015 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Au,0.096,pin,FALSE,1.6,672
13/10/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , PHPT-py ,Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,66
16/10/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , POZ9 ,Blank,Blank,Blank,Au,0.13,nip-mp,FALSE,1.51,960
31/03/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", Ba(La)SnO3 ,Blank, Perovskite ,PTA;  PTAA ,Blank,Blank,Blank,Au,0.096,nip,FALSE,1.6,240
30/10/2018 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ,PTA;  PTAA ,Blank,Blank,Blank,Au,0.1,nip,FALSE,1.91,1000
07/02/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ,PTA;  PTAA ,Blank,Blank,Blank,Au,0.04,nip,FALSE,1.6,10
31/07/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ,PTA;  PTAA ,Blank,Blank,Blank,Au,0.09,nip,FALSE,1.7,1440
09/10/2018,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.55,120
04/05/2019 00:00,SLG ,FTO , WOx ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.15,nip,FALSE,1.6,1008
04/05/2019 00:00,SLG ,FTO , WOx ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.15,nip,FALSE,1.6,1008
04/05/2019 00:00,SLG ,FTO , WOx ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.15,nip,FALSE,1.6,1008
11/07/2018 00:00,SLG ,FTO , ZnO,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,TRUE,1.6,2800
22/11/2018 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.07,nip-mp,FALSE,1.6,2880
03/02/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,1000
14/10/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.06,nip-mp,FALSE,1.58,720
10/08/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.48,600
29/04/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,1440
18/09/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.2,nip-mp,FALSE,1.6,1776
18/09/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,1600
31/01/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.12,nip-mp,FALSE,2.38,288
22/12/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,960
21/11/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,400
09/04/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,3.6,nip-mp,TRUE,1.58,1000
26/06/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,1000
07/03/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.55,1200
11/03/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1757,nip-mp,FALSE,1.6,2784
01/03/2020 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,1440
27/02/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.58,1000
14/02/2020,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.59,4000
17/01/2020,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,1440
13/07/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,1200
25/03/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , YT1 ,Blank,Blank,Blank,Au,0.09,nip-mp,FALSE,1.6,1200
22/01/2018 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, AZO ; AZO-np,SnO2-c ,Blank,Ag,0.1,pin,FALSE,1.6,2000
22/01/2018 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, AZO ; AZO-np,SnO2-c ,Blank,Ag,0.1,pin,FALSE,1.6,2000
28/12/2018 00:00,SLG ,ITO , TFB ,Blank,Blank, Perovskite , C60 , B4PyMPM ,Blank,Blank,Ag,0.09,pin,FALSE,1.6,1440
12/12/2018 00:00,SLG ,ITO , TAPC ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCB ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,400
28/05/2018 00:00,SLG ,ITO , VOx ,CuPc,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.0706,pin,FALSE,1.6,700
26/04/2016 00:00,SLG ,ITO , CuOx ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,400
28/03/2019 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.12,pin,FALSE,1.6,8000
21/06/2018 00:00,SLG ,ITO , PASQ-IDT ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.06,pin,FALSE,1.6,1000
18/06/2018 00:00,PET ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , C60 , BCP , Ca ,Blank,Al,2.8,pin,TRUE,1.59,1
09/07/2016 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,1440
06/07/2018,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.62,60
14/12/2019,SLG ,ITO , PEDOT:PSS; PEG ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.09,pin,FALSE,1.4,2000
26/11/2018 00:00,SLG ,ITO , PTAA ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.09,pin,FALSE,1.6,800
03/09/2019 00:00,SLG ,ITO , PTAA ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Cu,0.08,pin,FALSE,1.55,2000
24/01/2020,SLG ,ITO , PTAA ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Cu,0.16,pin,FALSE,1.6,2000
07/09/2019,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , F1 , BCP , Mg ,Blank,Ag,0.16,pin,FALSE,1.6,1600
08/06/2018 00:00,SLG ,FTO , CuAlO2; CuCrO2 ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.06,pin,FALSE,1.6,440
23/10/2019 00:00,SLG ,ITO , DMZ ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.11,pin,FALSE,1.6,2000
23/10/2019 00:00,SLG ,ITO , DMZ ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.11,pin,FALSE,1.6,1100
29/09/2016 00:00,SLG ,ITO , NiMgLiO; NiMgliO-c,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.09,pin,FALSE,1.6,1440
20/09/2017 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,1200
21/06/2019 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.0625,pin,FALSE,1.6,1440
23/04/2019 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.12,pin,FALSE,1.6,1920
15/05/2018 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,576
23/10/2019 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.11,pin,FALSE,1.6,2000
28/08/2018 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.06,pin,FALSE,1.96,2160
06/05/2020,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,6000
25/08/2017 00:00,SLG ,ITO , rGO ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,1.02,pin,FALSE,1.6,1000
25/08/2017 00:00,SLG ,ITO , rGO , PTAA ,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,1.02,pin,FALSE,1.6,1000
06/05/2019,SLG ,ITO , Graphene oxide ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.0225,pin,FALSE,1.53,2400
06/05/2019,SLG ,ITO , Graphene oxide ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.0225,pin,FALSE,1.53,2400
29/12/2016 00:00,SLG ,ITO , PEDOT:PSS , Rubrene ,Blank, Perovskite , PCBM-60; PCBM-70, Bphen ,Blank,Blank,Ag,0.0725,pin,FALSE,1.6,400
05/03/2017 00:00,SLG ,ITO , PTAA ,Blank,Blank, Perovskite , ICBA , C60 , BCP ,Blank,Cu,0.075,pin,FALSE,1.71,1440
13/08/2018,SLG ,ITO ," NiO; NiO-(c, nanowalls) ", BrBA ,Blank, Perovskite , PCBM-60; PCBM-70, C60 ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,720
09/12/2018 00:00,SLG ,ITO ," P3CT; P3CT - (K, N, Na)",Blank,Blank, Perovskite , PCBM-60; PCBM-70, C60 , BCP ,Blank,Cu,0.1,pin,FALSE,1.6,2000
19/07/2016 00:00,SLG ,FTO ,Blank,Blank,Blank, Perovskite , PCBM-60; PCBM-70, C60 , BCP ,Blank,Au,0.075,pin,FALSE,1.6,1440
01/10/2018 00:00,SLG ,ITO , PTAA ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, C60 , BCP ,Blank,Cu,0.1,pin,FALSE,1.6,672
13/09/2017 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, C60 , BCP ,Blank,Al,0.1,pin,FALSE,2.3,1440
25/05/2016 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, Ca ,Blank,Blank,Al,0.035,pin,FALSE,1.6,960
27/07/2015 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, Ca ,Blank,Blank,Al,0.1,pin,FALSE,1.6,1920
09/05/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Al2O3-mp , Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.09,nip-mp-carbon,FALSE,1.87,4400
02/07/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Al2O3-mp , Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.16,nip-mp-carbon,FALSE,1.59,2000
09/03/2018 00:00,SLG ,FTO , C60 ,Blank,Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.1,nip,FALSE,1.6,360
17/12/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.1,nip,FALSE,1.6,144
05/07/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.1,nip,FALSE,1.6,1056
24/09/2014 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.15,nip,FALSE,1.57,576
22/10/2019 00:00,SLG ,FTO , ZnO,Blank,Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.09,nip,FALSE,1.88,1248
17/09/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,5.2,nip-mp-carbon,TRUE,1.6,1000
14/08/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.1,nip-mp-carbon,FALSE,2.3,48000
14/08/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.1,nip-mp-carbon,FALSE,2.3,48000
07/09/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.0625,nip-mp-carbon,FALSE,1.68,6400
13/01/2020,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.09,nip-mp-carbon,FALSE,1.919,800
24/09/2017,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.1,nip-mp-carbon,FALSE,1.6,1440
30/01/2019 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ", ZrO2-mp ," TiO2-(c, mp )", Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.07,nip-mp-carbon,FALSE,1.6,2400
08/01/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", ZrO2-mp ," TiO2-(c, mp )", Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.09,nip-mp-carbon,FALSE,1.76,1440
08/01/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", ZrO2-mp ," TiO2-(c, mp )", Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.09,nip-mp-carbon,FALSE,1.78,1440
08/01/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", ZrO2-mp ," TiO2-(c, mp )", Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.09,nip-mp-carbon,FALSE,1.81,1440
28/12/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", ZrO2-mp ," TiO2-(c, mp )", Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.15,nip-mp-carbon,FALSE,1.59,1606
15/02/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , CuPc-OTPAtBu ,Blank,Blank,Blank, Carbon,0.09,nip-mp,FALSE,1.6,1400
24/05/2019,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , P3HT ,Blank,Blank,Blank, Carbon,0.1,nip-mp,FALSE,2.3,2000
04/03/2018 00:00,SLG ,FTO , C60 ,Blank,Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.1,nip,FALSE,1.6,960
19/01/2018 00:00,PET ,Graphene ," TiO2-(c, np, nw) ", PCBM-60 ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Carbon-nt,0.15,nip,FALSE,1.6,2400
20/08/2018 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70, Carbon-nt; PEI ,Blank,Blank,Ag,0.06,pin,FALSE,1.6,1100
04/06/2018 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70, CeOx ,Blank,Blank,Ag,0.06,pin,FALSE,1.6,33.2
16/07/2018 00:00,SLG ,ITO , C60 ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Cu,0.16,nip,FALSE,1.6,4800
16/07/2018 00:00,SLG ,ITO , C60 ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Cu,2.265,nip,TRUE,1.6,1440
18/05/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ", Cu2O ,Blank,Blank,Cu,0.09,nip-mp,FALSE,1.6,1392
05/02/2017 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ", Cu2O ,Blank,Blank,Cu,0.09,nip,FALSE,1.6,200
19/11/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , PDMS , CuSCN ,Blank,Blank,Au,0.09,nip,FALSE,1.6,2000
06/06/2018 00:00,SLG ,ITO ,Blank,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.1,pin,FALSE,1.6,1344
04/10/2016 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, LiF ,Blank,Blank,Al,0.9,pin,FALSE,1.6,200
26/09/2017 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, LiF ,Blank,Blank,Al,0.1,pin,FALSE,1.6,1344
04/12/2016 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, LiF ,Blank,Blank,Ag,2.32,pin,FALSE,1.7,1000
20/09/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , IEICO; PBDTTT-E-T , MoOx; MoO3 ,Blank,Blank,Ag,0.04,nip,FALSE,1.85,360
18/05/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , Ph-TPA-4A , MoOx; MoO3 ,Blank,Blank,Ag,0.1,nip-mp,FALSE,1.6,1296
